id,created_at
1261808118557814785,2020-05-16 23:57:53
1261808118629105674,2020-05-16 23:57:53
1261808121049157633,2020-05-16 23:57:53
1261808129320329218,2020-05-16 23:57:55
1261808131736326144,2020-05-16 23:57:56
1261808134819065857,2020-05-16 23:57:57
1261808143409074180,2020-05-16 23:57:59
1261808146122670080,2020-05-16 23:57:59
1261808147330555906,2020-05-16 23:58:00
1261808148370898945,2020-05-16 23:58:00
1261808156423843843,2020-05-16 23:58:02
1261808160916062208,2020-05-16 23:58:03
1261808165873737729,2020-05-16 23:58:04
1261808174719516674,2020-05-16 23:58:06
1261808187180822528,2020-05-16 23:58:09
1261808211901870082,2020-05-16 23:58:15
1261808219527081985,2020-05-16 23:58:17
1261808220194168833,2020-05-16 23:58:17
1261808237931720704,2020-05-16 23:58:21
1261808245246758916,2020-05-16 23:58:23
1261808246001565696,2020-05-16 23:58:23
1261808246962208768,2020-05-16 23:58:23
1261808248962740229,2020-05-16 23:58:24
1261808252251246592,2020-05-16 23:58:25
1261808261105410048,2020-05-16 23:58:27
1261808265547022336,2020-05-16 23:58:28
1261808272564248576,2020-05-16 23:58:30
1261808284589309953,2020-05-16 23:58:32
1261808288812933126,2020-05-16 23:58:33
1261808298963005440,2020-05-16 23:58:36
1261808301165162496,2020-05-16 23:58:36
1261808324208734208,2020-05-16 23:58:42
1261808327543017474,2020-05-16 23:58:43
1261808330672148483,2020-05-16 23:58:43
1261808340151091200,2020-05-16 23:58:46
1261808343380869123,2020-05-16 23:58:46
1261808358908137473,2020-05-16 23:58:50
1261808363324575745,2020-05-16 23:58:51
1261808367137255424,2020-05-16 23:58:52
1261808382287151104,2020-05-16 23:58:56
1261808384564580353,2020-05-16 23:58:56
1261808389144801280,2020-05-16 23:58:57
1261808393762729984,2020-05-16 23:58:58
1261808401052467200,2020-05-16 23:59:00
1261808402092527616,2020-05-16 23:59:00
1261808407738286082,2020-05-16 23:59:02
1261808411529936897,2020-05-16 23:59:03
1261808421075947520,2020-05-16 23:59:05
1261808422250569728,2020-05-16 23:59:05
1261808427501838338,2020-05-16 23:59:07
1261808428898496517,2020-05-16 23:59:07
1261808430056124416,2020-05-16 23:59:07
1261808432258019329,2020-05-16 23:59:08
1261808433029722112,2020-05-16 23:59:08
1261808435437408257,2020-05-16 23:59:08
1261808442026504192,2020-05-16 23:59:10
1261808447152103424,2020-05-16 23:59:11
1261808463555948545,2020-05-16 23:59:15
1261808464466042882,2020-05-16 23:59:15
1261808464839544835,2020-05-16 23:59:15
1261808473056174080,2020-05-16 23:59:17
1261808476591984642,2020-05-16 23:59:18
1261808477892235269,2020-05-16 23:59:19
1261808480417087491,2020-05-16 23:59:19
1261808486632927233,2020-05-16 23:59:21
1261808488973549570,2020-05-16 23:59:21
1261808493318766593,2020-05-16 23:59:22
1261808496405811201,2020-05-16 23:59:23
1261808501292072960,2020-05-16 23:59:24
1261808506044284928,2020-05-16 23:59:25
1261808510469316608,2020-05-16 23:59:26
1261808514814468096,2020-05-16 23:59:27
1261808522171482114,2020-05-16 23:59:29
1261808530455031809,2020-05-16 23:59:31
1261808530920665088,2020-05-16 23:59:31
1261808540366393344,2020-05-16 23:59:33
1261808548004184065,2020-05-16 23:59:35
1261808549610622977,2020-05-16 23:59:36
1261808553179770880,2020-05-16 23:59:37
1261808553561673729,2020-05-16 23:59:37
1261808555805442050,2020-05-16 23:59:37
1261808559144292352,2020-05-16 23:59:38
1261808571773140993,2020-05-16 23:59:41
1261808572620369921,2020-05-16 23:59:41
1261808578765049856,2020-05-16 23:59:43
1261808588688732160,2020-05-16 23:59:45
1261808603708743680,2020-05-16 23:59:49
1261808604404944897,2020-05-16 23:59:49
1261808618640486403,2020-05-16 23:59:52
1261808621597462528,2020-05-16 23:59:53
1261808622079795202,2020-05-16 23:59:53
1261808631747657728,2020-05-16 23:59:55
1261808634985697281,2020-05-16 23:59:56
1261808643827171328,2020-05-16 23:59:58
1261808650575732736,2020-05-17 00:00:00
1261808650584113152,2020-05-17 00:00:00
1261808650735153152,2020-05-17 00:00:00
1261808650739425281,2020-05-17 00:00:00
1261808650777174018,2020-05-17 00:00:00
1261808650835898369,2020-05-17 00:00:00
1261808651070771203,2020-05-17 00:00:00
1261808651464921088,2020-05-17 00:00:00
1261808651636891649,2020-05-17 00:00:00
1261808651783864322,2020-05-17 00:00:00
1261808652601753602,2020-05-17 00:00:00
1261808652664610824,2020-05-17 00:00:00
1261808652673048576,2020-05-17 00:00:00
1261808652903743494,2020-05-17 00:00:00
1261808652991623169,2020-05-17 00:00:00
1261808653201358848,2020-05-17 00:00:00
1261808653222338560,2020-05-17 00:00:00
1261808653302206464,2020-05-17 00:00:00
1261808653688078337,2020-05-17 00:00:00
1261808654422102016,2020-05-17 00:00:01
1261808654774394880,2020-05-17 00:00:01
1261808655776661504,2020-05-17 00:00:01
1261808655781040131,2020-05-17 00:00:01
1261808656707923968,2020-05-17 00:00:01
1261808659895595011,2020-05-17 00:00:02
1261808660784635904,2020-05-17 00:00:02
1261808662370230275,2020-05-17 00:00:03
1261808663154561030,2020-05-17 00:00:03
1261808663301365762,2020-05-17 00:00:03
1261808664874299394,2020-05-17 00:00:03
1261808664899465216,2020-05-17 00:00:03
1261808666140987394,2020-05-17 00:00:03
1261808666853945351,2020-05-17 00:00:04
1261808668217167872,2020-05-17 00:00:04
1261808668623790081,2020-05-17 00:00:04
1261808668930162689,2020-05-17 00:00:04
1261808668950945792,2020-05-17 00:00:04
1261808670167511045,2020-05-17 00:00:04
1261808670201053190,2020-05-17 00:00:04
1261808670519762944,2020-05-17 00:00:04
1261808670997913600,2020-05-17 00:00:05
1261808673317433344,2020-05-17 00:00:05
1261808674894483456,2020-05-17 00:00:06
1261808682104426498,2020-05-17 00:00:07
1261808685845819394,2020-05-17 00:00:08
1261808686911098881,2020-05-17 00:00:08
1261808687322148872,2020-05-17 00:00:08
1261808687846432773,2020-05-17 00:00:09
1261808690665005059,2020-05-17 00:00:09
1261808691130621953,2020-05-17 00:00:09
1261808692753764355,2020-05-17 00:00:10
1261808695383654401,2020-05-17 00:00:10
1261808695467560960,2020-05-17 00:00:10
1261808701578625025,2020-05-17 00:00:12
1261808709212286977,2020-05-17 00:00:14
1261808712034988033,2020-05-17 00:00:14
1261808720855674881,2020-05-17 00:00:16
1261808721145012225,2020-05-17 00:00:17
1261808721174450179,2020-05-17 00:00:17
1261808723468656640,2020-05-17 00:00:17
1261808725968531456,2020-05-17 00:00:18
1261808730863276032,2020-05-17 00:00:19
1261808730938761222,2020-05-17 00:00:19
1261808732624822274,2020-05-17 00:00:19
1261808732671037444,2020-05-17 00:00:19
1261808733849620491,2020-05-17 00:00:20
1261808736307478528,2020-05-17 00:00:20
1261808736735301639,2020-05-17 00:00:20
1261808736940720130,2020-05-17 00:00:20
1261808740006846469,2020-05-17 00:00:21
1261808740237336577,2020-05-17 00:00:21
1261808742624038912,2020-05-17 00:00:22
1261808747036450819,2020-05-17 00:00:23
1261808747967590405,2020-05-17 00:00:23
1261808749536256002,2020-05-17 00:00:23
1261808749716606981,2020-05-17 00:00:23
1261808751188701184,2020-05-17 00:00:24
1261808751633469441,2020-05-17 00:00:24
1261808752786898945,2020-05-17 00:00:24
1261808755689369600,2020-05-17 00:00:25
1261808758491136004,2020-05-17 00:00:25
1261808758776266758,2020-05-17 00:00:26
1261808759644524544,2020-05-17 00:00:26
1261808762026954752,2020-05-17 00:00:26
1261808769283088386,2020-05-17 00:00:28
1261808778464366594,2020-05-17 00:00:30
1261808782172131330,2020-05-17 00:00:31
1261808783904452615,2020-05-17 00:00:32
