id,created_at
1273042592750542848,2020-06-16 23:59:40
1273042599343984645,2020-06-16 23:59:42
1273042600547753987,2020-06-16 23:59:42
1273042616406474755,2020-06-16 23:59:46
1273042616544706560,2020-06-16 23:59:46
1273042618608496645,2020-06-16 23:59:46
1273042642184609792,2020-06-16 23:59:52
1273042647729438720,2020-06-16 23:59:53
1273042651886104576,2020-06-16 23:59:54
1273042654415261696,2020-06-16 23:59:55
1273042659280654339,2020-06-16 23:59:56
1273042661084102662,2020-06-16 23:59:57
1273042665832136705,2020-06-16 23:59:58
1273042665928642560,2020-06-16 23:59:58
1273042674287644673,2020-06-17 00:00:00
1273042674354991106,2020-06-17 00:00:00
1273042674480807936,2020-06-17 00:00:00
1273042674891669505,2020-06-17 00:00:00
1273042674933628930,2020-06-17 00:00:00
1273042675126673408,2020-06-17 00:00:00
1273042675315294210,2020-06-17 00:00:00
1273042675516624901,2020-06-17 00:00:00
1273042675516665857,2020-06-17 00:00:00
1273042675575349250,2020-06-17 00:00:00
1273042675680243712,2020-06-17 00:00:00
1273042676083044352,2020-06-17 00:00:00
1273042676221448194,2020-06-17 00:00:00
1273042676288380930,2020-06-17 00:00:00
1273042676309463040,2020-06-17 00:00:00
1273042676728975362,2020-06-17 00:00:00
1273042676804390913,2020-06-17 00:00:00
1273042676858961923,2020-06-17 00:00:00
1273042677022375936,2020-06-17 00:00:00
1273042677026574336,2020-06-17 00:00:00
1273042677047713793,2020-06-17 00:00:00
1273042677098065920,2020-06-17 00:00:00
1273042677110636546,2020-06-17 00:00:00
1273042677487988737,2020-06-17 00:00:00
1273042677538357249,2020-06-17 00:00:00
1273042677609594880,2020-06-17 00:00:00
1273042677727019009,2020-06-17 00:00:01
1273042677928353792,2020-06-17 00:00:01
1273042677928468480,2020-06-17 00:00:01
1273042678079533056,2020-06-17 00:00:01
1273042679002267654,2020-06-17 00:00:01
1273042679622926336,2020-06-17 00:00:01
1273042687319474176,2020-06-17 00:00:03
1273042687957098503,2020-06-17 00:00:03
1273042688556904448,2020-06-17 00:00:03
1273042689978703875,2020-06-17 00:00:03
1273042690649751552,2020-06-17 00:00:04
1273042691836739585,2020-06-17 00:00:04
1273042696630829056,2020-06-17 00:00:05
1273042697134186502,2020-06-17 00:00:05
1273042698749063169,2020-06-17 00:00:06
1273042699541594112,2020-06-17 00:00:06
1273042699629854720,2020-06-17 00:00:06
1273042701424955393,2020-06-17 00:00:06
1273042701441732613,2020-06-17 00:00:06
1273042705095053312,2020-06-17 00:00:07
1273042705229197312,2020-06-17 00:00:07
1273042706239979520,2020-06-17 00:00:07
1273042713303269376,2020-06-17 00:00:09
1273042717589803013,2020-06-17 00:00:10
1273042719963672578,2020-06-17 00:00:11
1273042721922355200,2020-06-17 00:00:11
1273042722258026496,2020-06-17 00:00:11
1273042724447535113,2020-06-17 00:00:12
1273042724518858752,2020-06-17 00:00:12
1273042725248667651,2020-06-17 00:00:12
1273042732630585348,2020-06-17 00:00:14
1273042733071024134,2020-06-17 00:00:14
1273042734861910016,2020-06-17 00:00:14
1273042742134874112,2020-06-17 00:00:16
1273042743951007744,2020-06-17 00:00:16
1273042748841627649,2020-06-17 00:00:17
1273042752809426944,2020-06-17 00:00:18
1273042766264782850,2020-06-17 00:00:22
1273042768906969089,2020-06-17 00:00:22
1273042769024552960,2020-06-17 00:00:22
1273042774301032450,2020-06-17 00:00:24
1273042787659898880,2020-06-17 00:00:27
1273042794660204546,2020-06-17 00:00:28
1273042796665061376,2020-06-17 00:00:29
1273042799563137026,2020-06-17 00:00:30
1273042800305737729,2020-06-17 00:00:30
1273042803354996738,2020-06-17 00:00:30
1273042805548613632,2020-06-17 00:00:31
1273042806962114563,2020-06-17 00:00:31
1273042807838703616,2020-06-17 00:00:32
1273042809453502466,2020-06-17 00:00:32
1273042811022082056,2020-06-17 00:00:32
1273042812611760131,2020-06-17 00:00:33
1273042815380082688,2020-06-17 00:00:33
1273042815887564800,2020-06-17 00:00:33
1273042819293360133,2020-06-17 00:00:34
1273042821759463424,2020-06-17 00:00:35
1273042825874210821,2020-06-17 00:00:36
1273042826452963329,2020-06-17 00:00:36
1273042829116309505,2020-06-17 00:00:37
1273042853665611779,2020-06-17 00:00:42
1273042854965727233,2020-06-17 00:00:43
1273042866189864960,2020-06-17 00:00:45
1273042873441644545,2020-06-17 00:00:47
1273042874737754112,2020-06-17 00:00:47
1273042877778624512,2020-06-17 00:00:48
1273042880794427394,2020-06-17 00:00:49
1273042891544428549,2020-06-17 00:00:51
1273042893771595777,2020-06-17 00:00:52
1273042894044237833,2020-06-17 00:00:52
1273042895789064192,2020-06-17 00:00:53
1273042899983200256,2020-06-17 00:00:54
1273042900037795841,2020-06-17 00:00:54
1273042900570509313,2020-06-17 00:00:54
1273042916433371136,2020-06-17 00:00:57
1273042926235299841,2020-06-17 00:01:00
1273042926285848582,2020-06-17 00:01:00
1273042926315110402,2020-06-17 00:01:00
1273042928139505665,2020-06-17 00:01:00
1273042928861171713,2020-06-17 00:01:00
1273042932262752256,2020-06-17 00:01:01
1273042936964493313,2020-06-17 00:01:02
1273042940995264520,2020-06-17 00:01:03
1273042941305663489,2020-06-17 00:01:03
1273042943356604417,2020-06-17 00:01:04
